award_id,reporting_fiscal_year,reporting_fiscal_month,gross_outlay_amount,transaction_obligated_amount,is_quarterly_submission,federal_account,account_title,recipient_name,recipient_id,award_description,award_usaspending_url
NNG17FC93C,2023,10,48440.41,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,10,86674.74,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,9,995871.65,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,9,48440.41,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,9,83889.53,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,8,995871.65,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,8,48440.41,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2023,8,0.0,873996.00,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2022,12,758829.58,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2022,12,292047.00,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2022,12,0.0,289000.00,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2022,11,292047.00,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
NNG17FC93C,2022,11,640498.50,0.0,False,080-0120,"Science, National Aeronautics and Space Administration",The Trustees of Princeton University,9c1ec395-7a2e-ac81-70e3-371cfa83f023-C,"Igf::ot::igf  this contract is for ibex interstellar boundary explorer (IBEX) support.  This contract is a result of a PI transfer from nng05ec85c.  The contractor shall be responsible for the conduct of all phases and aspects of the ibex Mission including:  1) life-cycle Project management 2) design, test, development, and operations (payload, spacecraft, launch vehicle, spacecraft to launch-vehicle interfaces, launch and flight operations) and 3) post-operations data analysis and archiving.   In performance of this effort, the ibex team shall:  a. Manage the Project, provide cost and schedule information to NASA as specified in 3.0 management, above. B. Provide day-to-day management and coordination of the Project as delegated by the PI to the Project Manager (PM), including monitoring and reporting technical progress and financial status, implementing the risk management plan and conducting Mission level reviews as specified in section 4.3, system level reviews. C. Conduct reviews for all payload sensors, payload support infrastructure and associated gse. D. Perform scientific analyses in support of the Mission science Requirements. E. Perform systems engineering to coordinate the design of the instrument complement and spacecraft bus components and to ensure the compatibility of the space-to-ground and network communications. F. Perform trade studies to eliminate and mitigate risks g. Deliver the ibex flight segment to Vandenberg Air Force Base (VAFB), support integration with the launch vehicle, and assist the launch operations h. Establish the Mission Control Center (MCC) and ibex science operations and data analysis Center (ISOC) including all computers, networks, and operating software, instrument databases and procedures necessary to functionally test and later Control the spacecraft i. Hold science team meetings as well as technical interchange meetings. J. Baseline the science Requirements and science analysis plan into an ibex Mission Definition Requirements Agreement (MDRA) and the ibex data management plan. K. Implement an approved Mission assurance plan. L. Implement a systems engineering function to verify performance specification compliance to the Mission science Requirements. M. Design, fabricate, integrate and test the payload, spacecraft, solid rocket motor and launch vehicle adapter, and integrate the ibex flight segment with the launch vehicle. N. Implement a safety program including the generation of the missile system pre-launch safety package (MSPSP). O. Support launch, perform on-orbit checkout, and establish on-orbit data acquisition contact with the payload.  Within the first 30 days after launch, initial engineering and science checkout and verification of spacecraft in-flight operation will be performed. P. Provide the services of the mcc and the isoc. Q. Conduct the E/po program in cooperation with the identified team members.",https://www.usaspending.gov/award/CONT_AWD_NNG17FC93C_8000_-NONE-_-NONE-/
